Artist,Artist_id,Song,Song_id
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,One More Night,4kirPw6RLclcPKnb60TN2I
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Swim,0qu2fGWoetzTUi4hJvlF5P
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Song For You,1GANB7kxDtbzqaZ7Do6y5d
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Don't Hold Me,4qSwdoJ3CVHA98Wt2ptlGA
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Bringing The House Down,4RAEkKaxO3Td1yAGJtzbXx
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,No Peace,2Oh4jFK9tq0gKRNxlrQcc2
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Perfect Day,0zQa97OxzzOdqGcpsT2gbv
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Super Far,2kyezJXrNPfBojwOs6TFCH
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Burn Slow,2T02UI1LlVYMINVJQLJPMT
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Lost On You,70PJpXxs887GagIBjARDDp
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Up To Something,4BnLfJSLn51Erc3GaiHNoH
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,We Could Go Back,2anTvj5MSNUxXDIPH3XchD
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Grow,4BSggiCnaboYsguLNNW3v6
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Need You Now - Acoustic,0ULpPS3ITYg0BpKT7eggb6
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,I Wonder,7bLiwDUdnePTgxVwFzDhpH
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,repercussions,5HQElzGMi0ClYiU8N62A1x
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Let's Not Pretend,1pZuOhgmil1akCPeFYpgF8
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,There For You,53dl26alfFtGyq1rmhQMCg
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Sorry,655hpm0OOT2q29wHg8KCZI
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Reminding Me,0jdsKASnv2NZEbLgma86XL
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Party's Over,3zP4MEWVBib2qyD9a4rzeh
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Super Far,48mnNCE7m4Xy2k89kYZEpl
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Turn Up The Love,57NXmUBzSkR3NBABm2BbiH
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Miss You,19CMIhv4vHWV7S51vPGaXo
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,On + Off,1sJIBepUeg34gRoIivePih
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Hold On,6Z8oqRyRhup9LM1DjWBahL
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Down,63f0Ry4Ya5kCr0vAfQft6d
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Move On,6iz57pLUdlwdeFF9dUyHsB
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Quit,5qtkfjLWIwrrune4YKUIzt
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Dancing Queen,0nRGkeMLzgOZMmDDRBmfSx
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Keep Me Sane,0oZ1g3Gy1evgMujdXNea0Z
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Distraction,3SMhqTtgDFiCmZgaloTkto
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Ugly,7h1lQOCmudGKPfcdqSO3yA
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Ain't Nobody (Loves Me Better),1XTlG0IgYaRN07nHaZ6OWp
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Settle,4u1T1ZKEGcNbDj1L7K0m9V
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Summer Days,7m9VYm29sLx9raaJCdhQKA
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Astronaut,2teZJ4vTBBBITyB4mKzORB
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Six Feet Under - Jerry Folk Remix,5K4usAckL2HRTIv2V6MJuK
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Just A Feeling,6caFsGeZBlBHwMZViysI0N
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Real Feels,1Wb4AEhkJe6R4XoB76W1dI
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Can't Steal The Music,1rJbTD6KXOPgoQVG9C3Kdp
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Jungle - Shallou Remix,4cJ67bVEOUcxcwF5Ssl1zv
Jaira Burns,0tRFWXqKBBQcu5oFVOgVzX,Good Girls,3NCAzMh5A26meU3w2JdHyH
