Artist,Artist_id,ArtistColab,ArtistColab_id,Song,Song_id
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Young Thug,50co4Is1HCEo8bhOyUWKpn,Up To Something (feat. Travis Scott & Young Thug),4RGacGFT2ztXhGgzeaYzIR
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Only 1 (Interlude) (with Travis Scott),4cEqoGTqPRZy76Yl3ymj3V
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Lesbian (feat. Gunna & Young Thug),6vG3Zv9VEA6YbJPJ6ar5Y7
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lesbian (feat. Gunna & Young Thug),6vG3Zv9VEA6YbJPJ6ar5Y7
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Young Thug,50co4Is1HCEo8bhOyUWKpn,Lesbian (feat. Gunna & Young Thug),6vG3Zv9VEA6YbJPJ6ar5Y7
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Borrowed Love (feat. Swae Lee & WizKid),0NA5xAtDra50d0Lfs2uvoh
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,WizKid,3tVQdUvClmAT7URs9V3rsp,Borrowed Love (feat. Swae Lee & WizKid),0NA5xAtDra50d0Lfs2uvoh
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,"Only You (feat. WizKid, Offset & J Balvin)",3XFwOQU8wxXWl8Rxj3lrOi
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,WizKid,3tVQdUvClmAT7URs9V3rsp,"Only You (feat. WizKid, Offset & J Balvin)",3XFwOQU8wxXWl8Rxj3lrOi
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",42k9e2hgl98IdgkXLg4pxs
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",42k9e2hgl98IdgkXLg4pxs
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,21 Savage,1URnnhqYAYcrqrcwql10ft,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",42k9e2hgl98IdgkXLg4pxs
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,No Complaints (feat. Offset & Drake) (Bonus),156LzfvMNKuXuiot4uzhGD
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Drake,3TVXtAsR1Inumwj472S9r4,No Complaints (feat. Offset & Drake) (Bonus),156LzfvMNKuXuiot4uzhGD
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,10AM/Save The World - Instrumental,64wSIBV7Dl5Hmnhfjfsv1U
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Overdue - Instrumental,0Bas2DXoMaoIZeWu0j0lJU
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Don't Come Out The House - Instrumental,4m7wjaJF9SdnoZpZVrD113
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Dreamcatcher - Instrumental,1zBlx8uMzUxl61MG8nQ9UB
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Space Cadet - Instrumental,1NeZpPnNi3DblecF4HIA9h
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,10 Freaky Girls - Instrumental,4TGw3fSZwRDlowy9JjiH6r
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Up To Something - Instrumental,3P4W8dTAemA0eMiHdpdRJi
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Only 1 (Interlude) - Instrumental,6ruaTcDpv8chViJd7UjScW
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Lesbian - Instrumental,6k73HEwCr5IGj1uU28hrD0
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Borrowed Love - Instrumental,2VCXaStTlLpvxJh3sqA0Hr
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Only You - Instrumental,3aYzsatxLLI0a9GyXYHSsP
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,No More - Instrumental,27XmhXaP0eM2wJOrJNJmEJ
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,No Complaints (Instrumental) (Bonus) - Instrumental,4MkqHw5nlC0HUY58KgAHch
Drake,3TVXtAsR1Inumwj472S9r4,JAY Z,3nFkdlSjzX9mRTtwJOzDYB,Talk Up (feat. Jay-Z),4ksuI04WMvUnJbHQjgs3L5
Drake,3TVXtAsR1Inumwj472S9r4,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,Dont Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0
Drake,3TVXtAsR1Inumwj472S9r4,Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,After Dark (feat. Static Major & Ty Dolla $ign),3mvYQKm8h6M5K5h0nVPY9S
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,blazed (feat. Pharrell Williams),4mLkiFppf8Xvem6BSY34qw
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,the light is coming (feat. Nicki Minaj),0sdbFOyfgAhAhWq8DpzkaW
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Eminem,7dGJo4pcD2V6oG8kP0tJRR,Majesty (with Labrinth & feat. Eminem),6sXS3TEx8Rw61z2oW0Mn12
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Lil Wayne,55Aa2cqylxrFIXC767Z865,Rich Sex (feat. Lil Wayne),3fCkG786ipL3aUc8KoLTvh
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Bed (feat. Ariana Grande),2Gyfmw1w1RpMyjBFe1784y
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Thought I Knew You (feat. The Weeknd),7sSwnQc7LTQ8u74axzYndn
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Future,1RyvyyTE3xzB2ZywiAwp0i,Sir (feat. Future),6DvJX7wAAzRomZJVW7E9dQ
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Murda Beatz,3CbYyyd8wH3RT6t0jwpdzC,FEFE,6fL1QD79W0ZojaSesowF9h
Post Malone,246dkjvS1zLTtiykXe5h60,21 Savage,1URnnhqYAYcrqrcwql10ft,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt
Post Malone,246dkjvS1zLTtiykXe5h60,Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C
Post Malone,246dkjvS1zLTtiykXe5h60,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Ball For Me (feat. Nicki Minaj),6IaieqiCVvsNvEt6Y7yOFa
Post Malone,246dkjvS1zLTtiykXe5h60,G-Eazy,02kJSzxNuaWGqwubyUba0Z,Same Bitches (feat. G-Eazy & YG),688QpQAwqsLdBR6lr13wK1
Post Malone,246dkjvS1zLTtiykXe5h60,YG,0A0FS04o6zMoto8OKPsDwY,Same Bitches (feat. G-Eazy & YG),688QpQAwqsLdBR6lr13wK1
Khalid,6LuN9FCkKOj5PcnpouEgny,Empress Of,5QuBVnBPEzwYvFrgBbwpmU,Suncity (feat. Empress Of),6SkHm6poyKfzV6kc9any8k
Lil Wayne,55Aa2cqylxrFIXC767Z865,Swizz Beatz,2cADQgiLMjNhbsfeN52Bf3,Uproar,3wScL5W8H40zzCKN0atfBk
Lil Wayne,55Aa2cqylxrFIXC767Z865,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Let It Fly (feat. Travis Scott),0CBQ0m3mufWH75LTYB3s6h
Lil Wayne,55Aa2cqylxrFIXC767Z865,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Dark Side Of The Moon (feat. Nicki Minaj),5IvdLxVB8gwwcgnEkXSSW2
Lil Wayne,55Aa2cqylxrFIXC767Z865,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mona Lisa (feat. Kendrick Lamar),0dbTQYW3Ad1FTzIA9t90E8
Lil Wayne,55Aa2cqylxrFIXC767Z865,Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,Dope Niggaz (feat. Snoop Dogg),2AwyHlbA6f641SEkizD5JG
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Lil Durk,3hcs9uc56yIGFCSy9leWe7,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX
Lil Baby,5f7VJjfbwm532GiveGC0ZK,NAV,7rkW85dBwwrJtlHRDkJDAC,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Business Is Business (Lil Baby & Gunna),7roKDmJDOzkpfGpUQJ5EnL
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Belly (Lil Baby & Gunna),1yQvL8SzbF5JCroRKk9F07
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,World Is Yours (Lil Baby & Gunna),0p0jvYdazuWBMC8QacxpUH
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Underdog (Lil Baby & Gunna),2Am26UXisQ91vBLYdqd7Pa
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,I Am (Lil Baby & Gunna),3F57PtOdqRpD6euFYqtKXX
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Seals Pills (Lil Baby & Gunna),7HLglWbzDheHZ3VZUbxGLC
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,My Jeans (Lil Baby & Gunna feat. Young Thug),4T7cJdrTRqOBESPYfvfj2x
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Young Thug,50co4Is1HCEo8bhOyUWKpn,My Jeans (Lil Baby & Gunna feat. Young Thug),4T7cJdrTRqOBESPYfvfj2x
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Style Stealer (Lil Baby & Gunna),1jzOG0T6JjvaOoHgzl91Nd
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ
Lil Baby,5f7VJjfbwm532GiveGC0ZK,Drake,3TVXtAsR1Inumwj472S9r4,"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ
Cardi B,4kYSro6naA4h99UJvo89HB,Migos,6oMuImdp5ZcFhWP0ESe6mG,Drip (feat. Migos),2qcG0nZ6S3zZV0UrkY5nFo
Cardi B,4kYSro6naA4h99UJvo89HB,Chance the Rapper,1anyVhU62p31KFi8MEzkbf,Best Life (feat. Chance The Rapper),00B7TZ0Xawar6NZ00JFomN
Cardi B,4kYSro6naA4h99UJvo89HB,Kehlani,0cGUm45nv7Z6M6qdXYQGTX,Ring (feat. Kehlani),5DfWF0jqMgZDCiu9zJENTA
Cardi B,4kYSro6naA4h99UJvo89HB,21 Savage,1URnnhqYAYcrqrcwql10ft,Bartier Cardi (feat. 21 Savage),0dIoGTQXDh1wVnhIiSyYEa
Cardi B,4kYSro6naA4h99UJvo89HB,YG,0A0FS04o6zMoto8OKPsDwY,She Bad,0CfmNX2TXk7yoJqHJiixnp
Cardi B,4kYSro6naA4h99UJvo89HB,SZA,7tYKF4w9nC0nq9CsPZTHyP,I Do (feat. SZA),1f5PNhkNgUpvDEeZfcIlO1
Future,1RyvyyTE3xzB2ZywiAwp0i,Young Thug,50co4Is1HCEo8bhOyUWKpn,Red Bentley (feat. Young Thug),3fFBZvG777xoKyvcrBq7lc
Future,1RyvyyTE3xzB2ZywiAwp0i,Lil Wayne,55Aa2cqylxrFIXC767Z865,Oxy (feat. Lil Wayne),0nWMTq3fBceV1uZlhFn6of
Future,1RyvyyTE3xzB2ZywiAwp0i,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Ain't Livin Right (feat. Gunna),0JR7iZZ6Ql79sXW3rbiS3F
Future,1RyvyyTE3xzB2ZywiAwp0i,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Transformer (feat. Nicki Minaj),2MfcvcvWSUkstTDZXYIakq
Kodak Black,46SHBwWsqBkxI7EeeBEQG7,Lil Wayne,55Aa2cqylxrFIXC767Z865,Codeine Dreaming (feat. Lil Wayne),1wHvJ7PJEyEAgiOK5FqAKn
Kodak Black,46SHBwWsqBkxI7EeeBEQG7,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,Fuck With You (feat. Tory Lanez),6jLzD3MKPmRp58AWTTQnBw
Quavo,0VRj0yCOv2FXJNP47XQnx5,21 Savage,1URnnhqYAYcrqrcwql10ft,PASS OUT (feat. 21 Savage),3edzl4zvKFi0D3iuF6cs2f
Quavo,0VRj0yCOv2FXJNP47XQnx5,Drake,3TVXtAsR1Inumwj472S9r4,FLIP THE SWITCH (feat. Drake),1rlIrbWboTRGeKfHhgbJRZ
Quavo,0VRj0yCOv2FXJNP47XQnx5,Cardi B,4kYSro6naA4h99UJvo89HB,CHAMPAGNE ROS (feat. Madonna & Cardi B),2i4WKnGYntsN4jEvDjkKBE
Quavo,0VRj0yCOv2FXJNP47XQnx5,Takeoff,3EW0kQ1skZiK1NHg3Spt9J,KEEP THAT SHIT (feat. Takeoff),2QApWGconWQE8BjaNfh7ik
Quavo,0VRj0yCOv2FXJNP47XQnx5,Lil Baby,5f7VJjfbwm532GiveGC0ZK,LOSE IT (feat. Lil Baby),69PkhA9q3xCWU2CzoZnLAu
Quavo,0VRj0yCOv2FXJNP47XQnx5,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,RERUN (feat. Travis Scott),0JYAsQJWIuaYUvZGF1qapT
Quavo,0VRj0yCOv2FXJNP47XQnx5,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,LOST (feat. Kid Cudi),2H5CLUmtvo2VHEeWzMtUqW
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Belly,0FOWNUFHPnMy0vOw1siGqi,Might Not,7K2PWQAqySNxQPWFU104Qc
Kanye West,5K4W6rqBFWDnAN6FQUkS6x,Pusha T,0ONHkAv9pCAFxb0zJwDNTy,Feel The Love,3aUFrxO1B8EW63QchEl3wX
Kanye West,5K4W6rqBFWDnAN6FQUkS6x,Louis Prima,52lBOxCxbJg0ttXEW9CQpW,4th Dimension,6JyEh4kl9DLwmSAoNDRn5b
Kanye West,5K4W6rqBFWDnAN6FQUkS6x,Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,Freeee (Ghost Town Pt. 2),7GRTrWsP3yo2Fx8umJfA1X
Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,The Way Life Goes (feat. Oh Wonder),2YQLTpUSFCQo9FEe29YPYs
Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,Neon Guts (feat. Pharrell Williams),2BUXjDhEuVLvEzFI6tabOF
Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,UnFazed (feat. The Weeknd),0RyWaVjR8Mi4Qx9J3IiiqF
Halsey,26VFTg2z8YR0cCuwLzESi2,Quavo,0VRj0yCOv2FXJNP47XQnx5,Lie,4gOGptaP8SWbSLRpI18AOO
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,10AM/Save The World (feat. Gucci Mane),00KjOnN3U40e3lXFUOue7h
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Overdue (with Travis Scott),6LyAwkJsHlW7RQ8S1cYAtM
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,21 Savage,1URnnhqYAYcrqrcwql10ft,Don't Come Out The House (with 21 Savage),2Grb4G6t9VIqo6moKUloom
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Dreamcatcher (feat. Swae Lee & Travis Scott),22ykS8KWpd2r4zcRZ0XMK5
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,21 Savage,1URnnhqYAYcrqrcwql10ft,10 Freaky Girls (with 21 Savage),0AluA5RNsa4Cx6XRhf2hWZ
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Up To Something (feat. Travis Scott & Young Thug),4RGacGFT2ztXhGgzeaYzIR
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Young Thug,50co4Is1HCEo8bhOyUWKpn,Up To Something (feat. Travis Scott & Young Thug),4RGacGFT2ztXhGgzeaYzIR
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Only 1 (Interlude) (with Travis Scott),4cEqoGTqPRZy76Yl3ymj3V
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lesbian (feat. Gunna & Young Thug),6vG3Zv9VEA6YbJPJ6ar5Y7
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Young Thug,50co4Is1HCEo8bhOyUWKpn,Lesbian (feat. Gunna & Young Thug),6vG3Zv9VEA6YbJPJ6ar5Y7
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,WizKid,3tVQdUvClmAT7URs9V3rsp,Borrowed Love (feat. Swae Lee & WizKid),0NA5xAtDra50d0Lfs2uvoh
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,WizKid,3tVQdUvClmAT7URs9V3rsp,"Only You (feat. WizKid, Offset & J Balvin)",3XFwOQU8wxXWl8Rxj3lrOi
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",42k9e2hgl98IdgkXLg4pxs
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",42k9e2hgl98IdgkXLg4pxs
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,21 Savage,1URnnhqYAYcrqrcwql10ft,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",42k9e2hgl98IdgkXLg4pxs
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Drake,3TVXtAsR1Inumwj472S9r4,No Complaints (feat. Offset & Drake) (Bonus),156LzfvMNKuXuiot4uzhGD
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,End Game,2x0WlnmfG39ZuDmstl9xfX
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Future,1RyvyyTE3xzB2ZywiAwp0i,End Game,2x0WlnmfG39ZuDmstl9xfX
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lil Baby,5f7VJjfbwm532GiveGC0ZK,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lil Durk,3hcs9uc56yIGFCSy9leWe7,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,NAV,7rkW85dBwwrJtlHRDkJDAC,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lil Baby,5f7VJjfbwm532GiveGC0ZK,Business Is Business (Lil Baby & Gunna),7roKDmJDOzkpfGpUQJ5EnL
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lil Baby,5f7VJjfbwm532GiveGC0ZK,Belly (Lil Baby & Gunna),1yQvL8SzbF5JCroRKk9F07
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lil Baby,5f7VJjfbwm532GiveGC0ZK,Deep End (Lil Baby & Gunna),16QjPRt5HYK0dnLGmGRCvf
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lil Baby,5f7VJjfbwm532GiveGC0ZK,Underdog (Lil Baby & Gunna),2Am26UXisQ91vBLYdqd7Pa
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lil Baby,5f7VJjfbwm532GiveGC0ZK,I Am (Lil Baby & Gunna),3F57PtOdqRpD6euFYqtKXX
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lil Baby,5f7VJjfbwm532GiveGC0ZK,Seals Pills (Lil Baby & Gunna),7HLglWbzDheHZ3VZUbxGLC
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lil Baby,5f7VJjfbwm532GiveGC0ZK,My Jeans (Lil Baby & Gunna feat. Young Thug),4T7cJdrTRqOBESPYfvfj2x
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Young Thug,50co4Is1HCEo8bhOyUWKpn,My Jeans (Lil Baby & Gunna feat. Young Thug),4T7cJdrTRqOBESPYfvfj2x
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lil Baby,5f7VJjfbwm532GiveGC0ZK,Close Friends (Lil Baby & Gunna),5nzhL67GpF9szXWg5y509A
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lil Baby,5f7VJjfbwm532GiveGC0ZK,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Lil Baby,5f7VJjfbwm532GiveGC0ZK,"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Drake,3TVXtAsR1Inumwj472S9r4,"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,Ella Mai,7HkdQ0gt53LP4zmHsL0nap,This X-Mas,2aCOTUTsSh9018q7nTsdjm
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,Jhene Aiko,5ZS223C6JyBfXasXxrRqOk,Juicy Booty,3GN8Qc99tzDOAmKq4HkyYq
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,Lil Yachty,6icQOAFXDZKsumw3YXyusw,Handle It,1zewc5oVIsl2TMZi5IOXZj
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,Usher,23zg3TcAtWQy7J6upgbUnj,Party,5yZiJy2fGXN2LnPz6paRYC
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,Party,5yZiJy2fGXN2LnPz6paRYC
