Genre,Artist,Artist ID,Collaborator,Collaborator ID,Album,Album Type,Album ID
jazz,Michael Franks,0AVE7rDx4X9w0pW1XlN1om,Crossfire,1v9OD6pSPWMs0N9WDMhk2S,Michael Franks with Crossfire (Live),album,1umbPkbZ9KElFRAFPnx6ed
jazz,Lee Morgan,38C3okxv3fyyOIQUVPCdGX,Hank Mobley,5cbutZUQE7SUCA6MsEMbBv,The Birth of Hard Bop,album,4A0p3BhgD80iPrcTk5Qa10
jazz,Horace Silver,5ZATfKurLqflrBhv2FLht5,Ronan Keating Sr.,4Dp3Q0WxessdoLSePxlx4m,Cheap Trick & West End Girls,album,4eA446yjz1uDEBBlsIWzse
jazz,Blossom Dearie,5bWApG9Vdshhd1J50UnNf6,The Blue Stars,1wSP5dBs16ZiNIeuG3JtOJ,The Pianist,album,77d65gnjj9EexLpWMu0V3a
jazz,Blossom Dearie,5bWApG9Vdshhd1J50UnNf6,Phil Scorgie,6JUvxrzOAd5t7tvzQBP4By,Me And Phil,album,4If0lAdq0U4bphcwH1MI22
jazz,Gerry Mulligan,6l40OFJhuTbHQ9V12evc9K,Billy Taylor,2jiQ4lRvpc4ZTtUFMB3dGF,Live at MCG,album,6WdxkJuv0rYYq0eBlq9HvY
jazz,Gerry Mulligan,6l40OFJhuTbHQ9V12evc9K,Chet Baker,3rxeQlsv0Sc2nyYaZ5W71T,The Original Quartet With Chet Baker,album,7r5zWHLMNah1gedwI4S9AA
jazz,Gerry Mulligan,6l40OFJhuTbHQ9V12evc9K,Ben Webster,34W7ZCX0LZeJd8q6boKGOk,The Complete Gerry Mulligan Meets Ben Webster Sessions,album,6SZYvmrFaoSsXzjpYAeZDz
jazz,Gerry Mulligan,6l40OFJhuTbHQ9V12evc9K,Paul Desmond,68l2i6GeNtwQlhKS59u5bu,Two Of A Mind,album,49rqPDAuGKmpi9UoHQQGg8
jazz,Anita O'Day,5QGnprJtpZmk3OiDqspPlB,Cal Tjader,3XOVABzceOUTbR3iEz0ImO,Time For Two,album,4sBr53WsKrLzLySDsDCLBA
jazz,Anita O'Day,5QGnprJtpZmk3OiDqspPlB,The Three Sounds,5wVeG4RM2VXsFwyylF8vXi,Anita O'Day And The Three Sounds,album,7FocJoTkE5a9i9ngXe4xCX
jazz,Anita O'Day,5QGnprJtpZmk3OiDqspPlB,Cal Tjader,3XOVABzceOUTbR3iEz0ImO,Time For 2,album,7r3IUu4rSaaC0bbpOERt3m
jazz,Ben Webster,34W7ZCX0LZeJd8q6boKGOk,Don Byas,71M7lckOooBtdsLfD1qqqa,Ben Webster Meets Don Byas,album,6dPrgOIP9weqlYnYyrdFBN
jazz,Ben Webster,34W7ZCX0LZeJd8q6boKGOk,Stan Tracey,4XJ0Z7EaY8Vj9T4rev8uMG,"Soho Nights, Vol. 2 (Live)",album,1HvW3Dxx8SIUAQLYD0b8eT
jazz,Ben Webster,34W7ZCX0LZeJd8q6boKGOk,Stan Tracey,4XJ0Z7EaY8Vj9T4rev8uMG,"Soho Nights, Vol. 1 (Live)",album,3vkPcjFkceaV6jIVNSMSWR
jazz,Ben Webster,34W7ZCX0LZeJd8q6boKGOk,Illinois Jacquet,6HzzZqLS76PGbKaw6dIMHZ,The Kid And The Brute,album,5LwX6WAnYzdwUN93rLoeCw
jazz,Ben Webster,34W7ZCX0LZeJd8q6boKGOk,Dexter Gordon,3NUsiT2JSyaWAnWaXxDzhQ,Tenor Titans,album,7IJGI86vX1oF2H6yCIaGxp
jazz,Ben Webster,34W7ZCX0LZeJd8q6boKGOk,Oscar Peterson,6zkX5fhrSD4tdVOmimR9wB,Ben Webster Meets Oscar Peterson,album,52vxvueV32JO6tZHaSojRZ
jazz,Ben Webster,34W7ZCX0LZeJd8q6boKGOk,Coleman Hawkins,0JM134st8VY7Ld9T2wQiH0,Coleman Hawkins Encounters Ben Webster (Expanded Edition),album,1QiW4wA7UUELAkWOFkhpl3
jazz,Ccile McLorin Salvant,6PkSULcbxFKkxdgrmPGAvn,Fred Nardin,1tcpuJCw1ozAVXnwYh5wqz,Watt's,album,7hJRmZZw7Z3SR8fQsG3EwJ
jazz,Johnny Hartman,7qVvIFc9DktkAc0HKzRhNo,John Coltrane,2hGh5VOeeqimQFxqXvfCUf,John Coltrane And Johnny Hartman,album,5e3mq4TT4RLn4VXfgKV6MU
jazz,Nils Landgren,6B3ZWSop1mrJd71rwFozVP,Traditional,1U5zgr455OGyIkLNXvDdrf,New Eyes on Martin Luther,album,6re9akv0ou0BiViji09Z8I
jazz,Nils Landgren,6B3ZWSop1mrJd71rwFozVP,UMO Jazz Orchestra,1tF1OoWEyzysLCCBRwzDc1,Supermusic (UMO Jazz Orchestra Meets Magnum Coltrane Price) [with Nils Landgren and Viktoria Tolstoy],album,5XHZQQCnCnRXVh3m0lvCUZ
jazz,Nils Landgren,6B3ZWSop1mrJd71rwFozVP,Michael Wollny,7MbjIv3XpMc2ciNcoWHFcS,Fragile at Schloss Elmau (Live),album,1f8adh5G0bQYVZo0F2vuHN
jazz,Nils Landgren,6B3ZWSop1mrJd71rwFozVP,Bengt-Arne Wallin,3pDU3TtjXVnpfr1w7qLyv9,Miles from Duke,album,0QtsqTSQRVnFncVcsFn8JI
jazz,Nils Landgren,6B3ZWSop1mrJd71rwFozVP,Bohusln Big Band,664cVE9v5q5d9TwI2T90fI,Don't Fence Me in - The Music of Cole Porter (The Music of Cole Porter Arranged and Directed by Colin Towns),album,50Uw7YYPyQuz1AIzxTiFis
jazz,Nils Landgren,6B3ZWSop1mrJd71rwFozVP,Johan Norberg,2awA1B7HXmbpuyMEJQkEyr,Chapter Two/2,album,7EewtG1R1xGKYiSwzgwOkz
jazz,Nils Landgren,6B3ZWSop1mrJd71rwFozVP,Lars Danielsson,7c9O0hfRy2u32JVcWhoope,Salzau Music on the Water (Live),album,7jZPRNpheaikbdrQiRKC1L
jazz,Nils Landgren,6B3ZWSop1mrJd71rwFozVP,Joe Sample,4H2b90USTVSstPktwUsDZE,Creole Love Call,album,1aV2jCH2ntuiZTpcrPcQvn
jazz,Jerry Vale,5MaJrqhwysKwbvDePyAS6l,Peggy King,45izjFekU63kSCc9REFURd,Girl Meets Boy,album,7jcKqODLmAZgP7JC8BrwVr
jazz,Scott Hamilton,7sBx432MZn1MzHeYHAA5qr,Champian Fulton,5urGxtsVyaytt3raSxNumC,The Things We Did Last Summer,album,1b4txJzjZg0h1yNb2iPZkV
jazz,Scott Hamilton,7sBx432MZn1MzHeYHAA5qr,Lah Kline,6cwCxnRnczdWipILZnCDpX,Triple Treat,album,0p4NIINo0wZCrTdynz22JN
jazz,Scott Hamilton,7sBx432MZn1MzHeYHAA5qr,Harry Allen,7HEPzI1k3SXs2lJ3EixmjR,Live!,album,3zCbsm4pWt2FfPDJJ8w10d
jazz,Scott Hamilton,7sBx432MZn1MzHeYHAA5qr,Karin Krog,28TWIpfM0tJzuNBWeUvTvt,The Best Things in Life,album,2wR3xP28XBjJbMzqyEqH5A
jazz,Scott Hamilton,7sBx432MZn1MzHeYHAA5qr,Jeff Hamilton Trio,2XBImVyZr1gCo2dBESjHXb,Hamilton & Hamilton Live in Bern,album,0Ou0ZF5HdHFWUoX7ejFsFm
jazz,Scott Hamilton,7sBx432MZn1MzHeYHAA5qr,Paolo Birro,0xHfp8B1XxYarydHcQzkX5,Bean and the Boys (Natural Sound Recording),album,6QKcdOPVYZIs98csuLNS8C
jazz,Scott Hamilton,7sBx432MZn1MzHeYHAA5qr,Andrea Pozza,1RqO89iDBCA3rwnt6SIAWm,Who Cares?,album,6Ezsk0Wr9gcxVZaDbhtiS1
jazz,Scott Hamilton,7sBx432MZn1MzHeYHAA5qr,Dany Doriz,37oj36CjaifLWG9dHD1H8a,Scott Hamilton Plays with the Dany Doriz Caveau de la Huchette Orchestra,album,65CWZBPozQHIuQJEULrFPL
jazz,Scott Hamilton,7sBx432MZn1MzHeYHAA5qr,Andrea Pozza,1RqO89iDBCA3rwnt6SIAWm,I Could Write a Book,album,0wDhkdMVKkAhXLK6ZiFltW
jazz,Zoot Sims,1pwr5rTWLVfqhvHfB7Reap,Jutta Hipp,1nUb2VIRkIq9Qwmg1XdI1T,Jutta Hipp With Zoot Sims (Remastered),album,3Caef1zBtNTPEIg5C3XZI2
jazz,Zoot Sims,1pwr5rTWLVfqhvHfB7Reap,Al Cohn,4yPUoMbYxVJ6XNJWZVJV7Y,Motoring Along,album,0EhOibBTLhLIra1WFqagzL
jazz,Zoot Sims,1pwr5rTWLVfqhvHfB7Reap,Joe Castro Trio,1jAfroxgDDPhGypwUZEJTf,Live At Falcon Lair,album,6HmjoyCP9WWOtknkx7W2IT
jazz,Zoot Sims,1pwr5rTWLVfqhvHfB7Reap,Henri Renaud,4UT3JkSLfUlVtBKTCJIgci,Zoot Sims Et Henri Renaud,album,1amgYDfYPFVItTRDKq5ehC
jazz,Zoot Sims,1pwr5rTWLVfqhvHfB7Reap,Al Cohn,4yPUoMbYxVJ6XNJWZVJV7Y,Jazz Alive! A Night At The Half Note (Live),album,4j3NvQivreRgulIHsyvQls
jazz,Zoot Sims,1pwr5rTWLVfqhvHfB7Reap,Rune Gustafsson,3AaDVSjpkYcmJFlOHd4LVF,The Sweetest Sounds,album,52SXUa5xoE9lsYIYx0PZ98
jazz,Enrico Pieranunzi,5vACdMa2kY7jHnlJwqYRKP,Thomas Fonnesbk,2GWMZZQNuU0VZra0suXVph,Blue Waltz,album,4ieAxUV4WFZj9imsPVehYa
jazz,Enrico Pieranunzi,5vACdMa2kY7jHnlJwqYRKP,Andr Ceccarelli,77FgwKhxIPrET0QgGTn58K,Monsieur Claude,album,4Q03HbdGGqFxnYzTz345w3
jazz,Enrico Pieranunzi,5vACdMa2kY7jHnlJwqYRKP,Mads Vinding,7rrlGOFMo4ERCTSBsWVxEP,Yesterdays (Live),album,1PK7HBeqVoRxKt5PE3wIsG
jazz,Enrico Pieranunzi,5vACdMa2kY7jHnlJwqYRKP,Rosario Giuliani,74RIvQKHT5SRchMBOCZJ06,Duke's Dream,album,6zNBkblD9SxmMG9WP2ClMd
jazz,Enrico Pieranunzi,5vACdMa2kY7jHnlJwqYRKP,Andr Ceccarelli,77FgwKhxIPrET0QgGTn58K,Mnage  trois,album,1WuxscZGPMmP1NuCPsy0UM
jazz,Enrico Pieranunzi,5vACdMa2kY7jHnlJwqYRKP,Bruno Canino,6mxKqEHPXH9qUGaFLFnkfR,Americas,album,4m39eE6aXZdRqFIm0YHSQM
jazz,Enrico Pieranunzi,5vACdMa2kY7jHnlJwqYRKP,Tina May,08tESKTZ6XDOneqE7xkNqz,Home Is Where the Heart Is,album,0OaW665ZytuthnKwNr5QjW
jazz,Enrico Pieranunzi,5vACdMa2kY7jHnlJwqYRKP,Federico Casagrande,3UIT7PDaIaJ33MxQeIwGyR,Double Circle,album,0BO81p9xWfndSm15nFNDUm
jazz,Enrico Pieranunzi,5vACdMa2kY7jHnlJwqYRKP,Brussels Jazz Orchestra,4lTsggnLkaq3lhPwGtY6Gm,The Music of Enrico Pieranunzi,album,5vnNxx8FM5TuOja2mMTUbK
jazz,Enrico Pieranunzi,5vACdMa2kY7jHnlJwqYRKP,Antonio Snchez,19KpCg8O15A2eZ416EyFdw,Stories,album,1PzOerCAbEzyT55e0AHlng
hip hop,Drake,3TVXtAsR1Inumwj472S9r4,Future,1RyvyyTE3xzB2ZywiAwp0i,What A Time To Be Alive,album,15QCBYjP6HwHvsff100UBx
hip hop,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Black Panther The Album Music From And Inspired By,album,3pLdWdkj83EYfDN6H2N8MR
hip hop,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,Anuel Aa,2R21vXR83lH98kGeO99Y66,Adictiva,single,7Eeyj4vopzd7c1aAhwXFGU
hip hop,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,Brytiago,00XhexlJEXQstHimpZN910,Asesina (Remix),single,3kszVyyPdSKYihlQkme1Vv
hip hop,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,Steve Aoki,77AiFEVeAVj2ORpC85QVJs,Jaleo,single,6VDoSX37HjE1QnFP18Ooe3
hip hop,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,Fuego,7wU2WGCJ8HxkekHHE2QLul,Good Vibes,single,7iSkcdgLqXakbw8EazkZK7
hip hop,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,Alex Sensation,0OROVBEZCocg0FcgJpyBse,La Diabla,single,4hu4zJq0ZDjo64HaTEZT34
hip hop,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Satisfaccin,single,54kKKlH1NeDeihHxTYEvGA
hip hop,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,Valentino,4GAS1OgXh8D5pEA6s6eBNW,T Y Yo (feat. Nicky Jam & Justin Quiles),single,2xFL1dhctBAW1NlJfIxpuY
hip hop,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,X (Remix),single,5VQfOfiYcDLGZo9HFW1IJM
hip hop,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,"Galante ""El Emperador""",5SYAaCKEVYhN3RDSDKUTJn,Toda Para Mi,single,6pDja8cG2aUFT1Lye8Or7D
hip hop,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,B King,3OfipmcW6W7y20YdcQSTBS,Muevete Latina,single,1jU8UV2B1IpdQmKO6kQLWR
hip hop,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,Will Smith,41qil2VaGbD194gaEcmmyx,Live It Up (Official Song 2018 FIFA World Cup Russia),single,1oxKlNFmKZ4heJRiBP0Sny
hip hop,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,Juicy J,5gCRApTajqwbnHHPbr2Fpi,TGOD Mafia: Rude Awakening,album,3P1WdAowIPgM7mcbS5BOhG
hip hop,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,Juicy J,5gCRApTajqwbnHHPbr2Fpi,Taylor Gang 2,album,0lwOJ1SKfBXsWm1iNkKlAd
hip hop,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,Juicy J,5gCRApTajqwbnHHPbr2Fpi,Taylor Gang,album,3o80QP1GHemIlkH3RzLD3s
hip hop,Future,1RyvyyTE3xzB2ZywiAwp0i,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,Future & Juice WRLD Present... WRLD ON DRUGS,album,6P9PZjWXoCRF5b66BafPKY
hip hop,Future,1RyvyyTE3xzB2ZywiAwp0i,Lil Wayne,55Aa2cqylxrFIXC767Z865,SUPERFLY (Original Motion Picture Soundtrack),album,0C0Vs4XobImmqpr6kIasde
hip hop,Future,1RyvyyTE3xzB2ZywiAwp0i,Young Thug,50co4Is1HCEo8bhOyUWKpn,SUPER SLIMEY,album,0US0Bhn0oOLwVqXVnz0HDb
hip hop,Future,1RyvyyTE3xzB2ZywiAwp0i,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,Zone,album,2nB4hPkIT80DFtf7lHyviw
hip hop,Future,1RyvyyTE3xzB2ZywiAwp0i,Zaytoven,1mceaxtjWdEmwoDVAlkC41,Beast Mode,album,7mIUMJdqkFl6p4VclbP5tQ
hip hop,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,JID,6U3ybJ9UHNKEdsH7ktGBZ7,Off Deez (with J. Cole),single,01xivfPywEKc14bzhbcWkc
hip hop,Big Sean,0c173mlxpT3dSFRgMO8XPh,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Double Or Nothing (& Metro Boomin),album,0llyIxX3nDC3hobbGibVZl
hip hop,21 Savage,1URnnhqYAYcrqrcwql10ft,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,NOT ALL HEROES WEAR CAPES (Deluxe),album,3IO8IPjwXuzPJnoaqkwYrj
hip hop,21 Savage,1URnnhqYAYcrqrcwql10ft,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,Without Warning,album,0MV1yCXcNNQBfwApqAVkH0
hip hop,21 Savage,1URnnhqYAYcrqrcwql10ft,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Savage Mode,album,4I3EcXD4e3KcEoDJfFEZ5b
hip hop,21 Savage,1URnnhqYAYcrqrcwql10ft,SahBabii,7GuUYiGZOzQwq4L6gAfy1T,Outstanding (feat. 21 Savage),single,0mCHJHcYACJZKmRmUMkoOi
hip hop,21 Savage,1URnnhqYAYcrqrcwql10ft,BlocBoy JB,4TEJudQY2pXxVHPE3gD2EU,Rover 2.0 (feat. 21 Savage),single,091cZVoTJrlORPHFyuJQFi
hip hop,21 Savage,1URnnhqYAYcrqrcwql10ft,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Cocky,single,0xpKlXFqcZuIxCcN2rZj7j
hip hop,21 Savage,1URnnhqYAYcrqrcwql10ft,Cardi B,4kYSro6naA4h99UJvo89HB,Bartier Cardi (feat. 21 Savage),single,3HnoQ7RGzU3o4CIGlKsNsF
hip hop,21 Savage,1URnnhqYAYcrqrcwql10ft,Tay-K,2ODbg2404zUzTi02qIPEjB,The Race (Remix),single,0bzQmcJfsw7fRh44GM06bo
hip hop,21 Savage,1URnnhqYAYcrqrcwql10ft,Montell2099,47MGg5VHBSS5yHRuMGt6b0,Hunnid On The Drop,single,4EnnpflgeScxLfEY5V9FJc
hip hop,Farruko,329e4yvIujISKGKz1BZZbO,Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,Ya No Tiene Novio (Remix),single,5DhvMwwdPorHfK7Aihfrc3
hip hop,Farruko,329e4yvIujISKGKz1BZZbO,Menor Menor,2663St0NB1IsbMnlF69AeW,Falsas Promesas Remix (Mambo Version),single,7j1CfPqeBEj6w42s24zlQN
hip hop,Farruko,329e4yvIujISKGKz1BZZbO,Don Omar,33ScadVnbm2X8kkUqOkC6Z,Coolant (Remix),single,1WWoh6gWDOcFQD2V6KgfOk
hip hop,Farruko,329e4yvIujISKGKz1BZZbO,Mozart La Para,0odliLZMTk45CEVzF3Zocl,"Mujeres (Mozart La Para, Justin Quiles, Farruko, Jowell & Randy) [Remix]",single,6nGSrip9wzmYQLsSSkNjSP
hip hop,Farruko,329e4yvIujISKGKz1BZZbO,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,Inolvidable (Remix),single,0PQEgGUTxmANqWw7cTmn07
hip hop,Farruko,329e4yvIujISKGKz1BZZbO,Pedro Cap,4QVBYiagIaa6ZGSPMbybpy,Calma (Remix),single,1tFnP9PwIMeMIuj92mfswZ
hip hop,Farruko,329e4yvIujISKGKz1BZZbO,Menor Menor,2663St0NB1IsbMnlF69AeW,Falsas Promesas (Remix),single,7t3pVjE7SOmKpmSsiId573
hip hop,Farruko,329e4yvIujISKGKz1BZZbO,Tali Goya,0LvzywQsf3X6Gt6aGAdlDq,Un Octavo,single,7jgcmryVcAJXChxIYQ5qff
hip hop,Farruko,329e4yvIujISKGKz1BZZbO,Rvssian,1fctva4kpRbg2k3v7kwRuS,Ponle,single,55Wnt6L8wZHQKQLC6qQe8k
hip hop,Farruko,329e4yvIujISKGKz1BZZbO,DM,4UzSYkghjem31drnSF6znu,Vida Cara,single,6JOXihDczzN19cn2YTbmUV
hip hop,50 Cent,3q7HBObVc0L8jNeTe5Gofh,DJ Whoo Kid,75rSoy9VvZ5fhmAE2O4KL5,Bullet Proof,album,3AgCuejBHH780ROyGkKUvj
hip hop,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,Potato Salad,single,02KFVEA5tnY0YnypmWY1tz
hip hop,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,Tom Morello,74NBPbyyftqJ4SpDZ4c1Ed,FTW (F**k The World) [with A$AP Rocky & Tom Morello] [From Bright: The Album],single,1P8FrGsbsIdmsIUVuYWxR7
hip hop,Lil Yachty,6icQOAFXDZKsumw3YXyusw,D Savage,6FqXAd1hQl7vVdIQ3hhtgc,No Smoke,single,2goywQZIauQvW6BeRegnYt
hip hop,Lil Yachty,6icQOAFXDZKsumw3YXyusw,Chef BRD,0Cv1UZxA2ygV10jiydYpcE,Start The Par-dee,single,1syBGItnntl0Aty6SoKqrk
hip hop,Lil Yachty,6icQOAFXDZKsumw3YXyusw,Ayo & Teo,27mFvqQj8KpjmdKIqcw1mG,Ay3,single,6BTVBZh7l6VSbeN4lyZChV
hip hop,Lil Yachty,6icQOAFXDZKsumw3YXyusw,Steve Aoki,77AiFEVeAVj2ORpC85QVJs,Pretender (feat. Lil Yachty & AJR),single,0KIXtHKY35Fx93u2xl3lOV
hip hop,Lil Yachty,6icQOAFXDZKsumw3YXyusw,Cuban Doll,32DuKytBMZn90iqyh2HEdc,Bankrupt (Feat. Lil Yachty & Lil Baby),single,7r18tvjbQnPO1nLN4mScUY
hip hop,Lil Yachty,6icQOAFXDZKsumw3YXyusw,Diplo,5fMUXHkw8R8eOP2RNVYEZX,Worry No More (feat. Lil Yachty & Santigold),single,5Zou3bMB4JdTfxr9V0Jada
hip hop,Lil Yachty,6icQOAFXDZKsumw3YXyusw,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,Solitaire (feat. Migos & Lil Yachty),single,4WvhOGhQSilTfMW3UNGgKO
hip hop,JAY Z,3nFkdlSjzX9mRTtwJOzDYB,Fat Joe,3ScY9CQxNLQei8Umvpx5g6,All The Way Up (Remix) (feat. French Montana & Infared) - Single,single,130MGfLj8lB4zyGiCQuhFH
hip hop,JAY Z,3nFkdlSjzX9mRTtwJOzDYB,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,HAM,single,5RpqpAgppsv5qLqFdolHSf
hip hop,JAY Z,3nFkdlSjzX9mRTtwJOzDYB,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,Numb/Encore: MTV Ultimate Mash-Ups Presents Collision Course,single,4lhyg7YGQagE8FT8cZBqyw
hip hop,JAY Z,3nFkdlSjzX9mRTtwJOzDYB,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,single,7JTN3DDeokYBdQBgnwIIMt
hip hop,JAY Z,3nFkdlSjzX9mRTtwJOzDYB,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,Collision Course (Deluxe Version),single,5NH94cATqx5fjBE794xZLy
hip hop,JAY Z,3nFkdlSjzX9mRTtwJOzDYB,Beck,3vbKDsSS70ZX9D2OcvbZmS,Frontin' On Debra (DJ Reset Mash Up),single,4wxKqmW4TfQPEx6C4pRw2P
hip hop,Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,Swae Lee,1zNqQNIdeOUZHb8zbZRFMX,SR3MM,album,4vLYreWxd2ptOAzPwTyBI3
hip hop,Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,BURNS,5eKqhPrKad0J9xGAtq3rW7,Hands On Me,single,1EM0ALQzFRdZLcqOXgKtIU
hip hop,Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,Mike WiLL Made-It,0NWbwDZY1VkRqFafuQm6wk,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),single,0D6QY2HNsCIFcL636qePwj
hip hop,Tyga,5LHRHt1k9lMyONurDHEdrp,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,Fan of A Fan The Album,album,7mFfcq5Q8HNsVIpPakIfGx
hip hop,Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,Daz Dillinger,5Jz9kKRnCRLTodCH58MyB4,Cuzznz,album,3uymcMheLvldkL7e7EUXz3
hip hop,Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,7 Days Of Funk,3OnxG1XyJUpZOh8JujGZJs,7 Days Instrumentals,album,6YxjD9sRNGNOGGXuFzI5pF
hip hop,Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,7 Days Of Funk,3OnxG1XyJUpZOh8JujGZJs,7 Days of Funk,album,53a8bJTrR57zOjTlOOm1Hl
hip hop,Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,Mac and Devin Go To High School (Music From and Inspired By The Movie),album,12pnVAswzLE6hArSl0bF0h
hip hop,Chance the Rapper,1anyVhU62p31KFi8MEzkbf,Tee Grizzley,6AUl0ykLLpvTktob97x9hO,Wake Up (feat. Chance the Rapper),single,3vmi56TsSbDKwnN9ZnWROz
hip hop,Chance the Rapper,1anyVhU62p31KFi8MEzkbf,KAMI,3BhngrEjaGAD0a8OzzFWlC,Very Slight,album,2jQQC52husd7qeh1MCDaXw
hip hop,Chance the Rapper,1anyVhU62p31KFi8MEzkbf,KAMI,3BhngrEjaGAD0a8OzzFWlC,Reboot (feat. Chance the Rapper & Joey Purp),single,2YnGLhW5za1FIaRZHWOvsb
hip hop,Chance the Rapper,1anyVhU62p31KFi8MEzkbf,DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,No Brainer,single,02drHFQa59AoJWU6DXSSjd
hip hop,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,Space Monkeyz,3N3tIOGCkXiF8cSbPcavZ3,Laika Come Home,album,0yPLNfI8WPJWFoJugr0KAv
hip hop,G-Eazy,02kJSzxNuaWGqwubyUba0Z,Yhung T.O.,1Yss4ClgrS9sIprNlq5O3l,Down Chick PT. II (with G-Eazy),single,0tqdMW01mzgsWJjFLGtWmj
hip hop,G-Eazy,02kJSzxNuaWGqwubyUba0Z,Anthony Russo,6PFcrRZezCL5p9A0nwb7ki,Rewind,single,3dkJOORD2wLhfgYZsGJ3ZE
hip hop,G-Eazy,02kJSzxNuaWGqwubyUba0Z,Goody Grace,1iH2Yx2Ea0kZ0zKI3Nlk30,Girls in the Suburbs Singing Smiths Songs (feat. G-Eazy),single,7r2IZujScg1qlDebz1l2hg
hip hop,G-Eazy,02kJSzxNuaWGqwubyUba0Z,Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,RIP (feat. G-Eazy & Drew Love),single,7ojCCCwPA1ALZHY4AuWo36
hip hop,G-Eazy,02kJSzxNuaWGqwubyUba0Z,Vic Mensa,27w1NoOLMX7tJMYqcetPyG,Reverse (Ft. G-Eazy),single,7qlpjMaFNsU0Az100T5AhX
hip hop,Young Thug,50co4Is1HCEo8bhOyUWKpn,Young Stoner Life Records,1xr2G8Hlx4QWmT9HaUbmoO,Slime Language,album,4OHfmMUq6xwCo8zfQuc9Rf
hip hop,Young Thug,50co4Is1HCEo8bhOyUWKpn,Migos,6oMuImdp5ZcFhWP0ESe6mG,MigoThuggin,album,4Rj8KShBw1IrBW3A7wsEmi
hip hop,Young Thug,50co4Is1HCEo8bhOyUWKpn,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,Young Thugger Mane La Flare,album,3qIk608h23slt7KEqhEyj4
hip hop,Young Thug,50co4Is1HCEo8bhOyUWKpn,Rich Homie Quan,5lHRUCqkQZCIWeX7xG4sYT,RG2,album,6bUwhowqk2LEPEoMoCf7dm
hip hop,Young Thug,50co4Is1HCEo8bhOyUWKpn,Spodee,3b3DRCf7t5C5yV7WJrxvzo,Feeling,single,7ClZB8tDwLU6ukqFhgFDfJ
hip hop,Young Thug,50co4Is1HCEo8bhOyUWKpn,LiL Keed,3uJx5SnOM59Li7lCxA3b29,Fetish Remix (feat. Young Thug),single,2QFtwBnnLKcAnxkYJNpt9T
hip hop,Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,Mir Fontane,53VAKbI2fXRs1PwG6DVToP,Stoop Kids (feat. Fetty Wap),single,22uCkAmewPKLBjDsOh4OJo
