Artist,Genre,Artist_uri,Artist_id
A$AP Rocky,hip-hop,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,13ubrt8QOOCPljQ2FL1Kca
Tory Lanez,hip-hop,spotify:artist:2jku7tDXc6XoB6MO2hFuqg,2jku7tDXc6XoB6MO2hFuqg
Sheck Wes,hip-hop,spotify:artist:2RDOrhPqAM4jzTRCEb19qX,2RDOrhPqAM4jzTRCEb19qX
"Tyler, The Creator",hip-hop,spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,4V8LLVI7PbaPR0K2TGSxFF
Chance the Rapper,hip-hop,spotify:artist:1anyVhU62p31KFi8MEzkbf,1anyVhU62p31KFi8MEzkbf
Playboi Carti,hip-hop,spotify:artist:699OTQXzgjhIYAHMy9RyPD,699OTQXzgjhIYAHMy9RyPD
YG,hip-hop,spotify:artist:0A0FS04o6zMoto8OKPsDwY,0A0FS04o6zMoto8OKPsDwY
G-Eazy,hip-hop,spotify:artist:02kJSzxNuaWGqwubyUba0Z,02kJSzxNuaWGqwubyUba0Z
Rich The Kid,hip-hop,spotify:artist:1pPmIToKXyGdsCF6LmqLmI,1pPmIToKXyGdsCF6LmqLmI
Tyga,hip-hop,spotify:artist:5LHRHt1k9lMyONurDHEdrp,5LHRHt1k9lMyONurDHEdrp
French Montana,hip-hop,spotify:artist:6vXTefBL93Dj5IqAWq6OTv,6vXTefBL93Dj5IqAWq6OTv
NAV,hip-hop,spotify:artist:7rkW85dBwwrJtlHRDkJDAC,7rkW85dBwwrJtlHRDkJDAC
Childish Gambino,hip-hop,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,73sIBHcqh3Z3NyqHKZ7FOL
Frank Ocean,hip-hop,spotify:artist:2h93pZq0e7k5yf4dywlkpM,2h93pZq0e7k5yf4dywlkpM
A Boogie Wit da Hoodie,hip-hop,spotify:artist:31W5EY0aAly4Qieq6OFu6I,31W5EY0aAly4Qieq6OFu6I
Joyner Lucas,hip-hop,spotify:artist:6C1ohJrd5VydigQtaGy5Wa,6C1ohJrd5VydigQtaGy5Wa
A$AP Ferg,hip-hop,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,5dHt1vcEm9qb8fCyLcB3HL
Nicky Jam,hip-hop,spotify:artist:1SupJlEpv7RS2tPNRaHViT,1SupJlEpv7RS2tPNRaHViT
Meek Mill,hip-hop,spotify:artist:20sxb77xiYeusSH8cVdatc,20sxb77xiYeusSH8cVdatc
JAY Z,hip-hop,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,3nFkdlSjzX9mRTtwJOzDYB
Rae Sremmurd,hip-hop,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,7iZtZyCzp3LItcw1wtPI3D
Tee Grizzley,hip-hop,spotify:artist:6AUl0ykLLpvTktob97x9hO,6AUl0ykLLpvTktob97x9hO
Murda Beatz,hip-hop,spotify:artist:3CbYyyd8wH3RT6t0jwpdzC,3CbYyyd8wH3RT6t0jwpdzC
Jeremih,hip-hop,spotify:artist:3KV3p5EY4AvKxOlhGHORLg,3KV3p5EY4AvKxOlhGHORLg
Jaden Smith,hip-hop,spotify:artist:0xOeVMOz2fVg5BJY3N6akT,0xOeVMOz2fVg5BJY3N6akT
Daddy Yankee,hip-hop,spotify:artist:4VMYDCV2IEDYJArk749S6m,4VMYDCV2IEDYJArk749S6m
6LACK,hip-hop,spotify:artist:4IVAbR2w4JJNJDDRFP3E83,4IVAbR2w4JJNJDDRFP3E83
Juicy J,hip-hop,spotify:artist:5gCRApTajqwbnHHPbr2Fpi,5gCRApTajqwbnHHPbr2Fpi
Kid Cudi,hip-hop,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,0fA0VVWsXO9YnASrzqfmYu
Machine Gun Kelly,hip-hop,spotify:artist:6TIYQ3jFPwQSRmorSezPxX,6TIYQ3jFPwQSRmorSezPxX
Takeoff,hip-hop,spotify:artist:3EW0kQ1skZiK1NHg3Spt9J,3EW0kQ1skZiK1NHg3Spt9J
ScHoolboy Q,hip-hop,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,5IcR3N7QB1j6KBL8eImZ8m
Vince Staples,hip-hop,spotify:artist:68kEuyFKyqrdQQLLsmiatm,68kEuyFKyqrdQQLLsmiatm
The Notorious B.I.G.,hip-hop,spotify:artist:5me0Irg2ANcsgc93uaYrpb,5me0Irg2ANcsgc93uaYrpb
BlocBoy JB,hip-hop,spotify:artist:4TEJudQY2pXxVHPE3gD2EU,4TEJudQY2pXxVHPE3gD2EU
MadeinTYO,hip-hop,spotify:artist:5SyGEPymt1G2uto47tVWvZ,5SyGEPymt1G2uto47tVWvZ
Ski Mask The Slump God,hip-hop,spotify:artist:2rhFzFmezpnW82MNqEKVry,2rhFzFmezpnW82MNqEKVry
BROCKHAMPTON,hip-hop,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA,1Bl6wpkWCQ4KVgnASpvzzA
T.I.,hip-hop,spotify:artist:4OBJLual30L7gRl5UkeRcT,4OBJLual30L7gRl5UkeRcT
Rick Ross,hip-hop,spotify:artist:1sBkRIssrMs1AbVkOJbc7a,1sBkRIssrMs1AbVkOJbc7a
Jay Rock,hip-hop,spotify:artist:28ExwzUQsvgJooOI0X1mr3,28ExwzUQsvgJooOI0X1mr3
Amin,hip-hop,spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ,3Gm5F95VdRxW3mqCn8RPBJ
Yo Gotti,hip-hop,spotify:artist:6Ha4aES39QiVjR0L2lwuwq,6Ha4aES39QiVjR0L2lwuwq
SZA,hip-hop,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,7tYKF4w9nC0nq9CsPZTHyP
Lil Durk,hip-hop,spotify:artist:3hcs9uc56yIGFCSy9leWe7,3hcs9uc56yIGFCSy9leWe7
Chief Keef,hip-hop,spotify:artist:15iVAtD3s3FsQR4w1v6M0P,15iVAtD3s3FsQR4w1v6M0P
50 Cent,hip-hop,spotify:artist:3q7HBObVc0L8jNeTe5Gofh,3q7HBObVc0L8jNeTe5Gofh
Famous Dex,hip-hop,spotify:artist:0WOxhx4hikIsyF3CRPLC8W,0WOxhx4hikIsyF3CRPLC8W
Gorillaz,hip-hop,spotify:artist:3AA28KZvwAUcZuOKwyblJQ,3AA28KZvwAUcZuOKwyblJQ
Moneybagg Yo,hip-hop,spotify:artist:3tJoFztHeIJkJWMrx0td2f,3tJoFztHeIJkJWMrx0td2f
Anderson .Paak,hip-hop,spotify:artist:3jK9MiCrA42lLAdMGUZpwa,3jK9MiCrA42lLAdMGUZpwa
Landon Cube,hip-hop,spotify:artist:04ei5kNgmDuNAydFhhIHnD,04ei5kNgmDuNAydFhhIHnD
Snoop Dogg,hip-hop,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,7hJcb9fa4alzcOq3EaNPoG
Rich Brian,hip-hop,spotify:artist:2IDLDx25HU1nQMKde4n61a,2IDLDx25HU1nQMKde4n61a
Shoreline Mafia,hip-hop,spotify:artist:4tYSBptyGeVyZsk8JC4JHZ,4tYSBptyGeVyZsk8JC4JHZ
T-Pain,hip-hop,spotify:artist:3aQeKQSyrW4qWr35idm0cy,3aQeKQSyrW4qWr35idm0cy
Darell,hip-hop,spotify:artist:1TtXnWcUs0FCkaZDPGYHdf,1TtXnWcUs0FCkaZDPGYHdf
DJ Khaled,hip-hop,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,0QHgL1lAIqAw0HtD7YldmP
KYLE,hip-hop,spotify:artist:4qBgvVog0wzW75IQ48mU7v,4qBgvVog0wzW75IQ48mU7v
Pusha T,hip-hop,spotify:artist:0ONHkAv9pCAFxb0zJwDNTy,0ONHkAv9pCAFxb0zJwDNTy
Phora,hip-hop,spotify:artist:5XDJlfdfbGNJrOJJNxTcdq,5XDJlfdfbGNJrOJJNxTcdq
WizKid,hip-hop,spotify:artist:3tVQdUvClmAT7URs9V3rsp,3tVQdUvClmAT7URs9V3rsp
Joey Bada$$,hip-hop,spotify:artist:2P5sC9cVZDToPxyomzF1UH,2P5sC9cVZDToPxyomzF1UH
Bryson Tiller,hip-hop,spotify:artist:2EMAnMvWE2eb56ToJVfCWs,2EMAnMvWE2eb56ToJVfCWs
Tech N9ne,hip-hop,spotify:artist:6UBA15slIuadJ8h2lPRPos,6UBA15slIuadJ8h2lPRPos
Lil Xan,hip-hop,spotify:artist:3EXdLajEO02ziZ90P90bSW,3EXdLajEO02ziZ90P90bSW
Farruko,hip-hop,spotify:artist:329e4yvIujISKGKz1BZZbO,329e4yvIujISKGKz1BZZbO
Ludacris,hip-hop,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi,3ipn9JLAPI5GUEo4y4jcoi
JID,hip-hop,spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7,6U3ybJ9UHNKEdsH7ktGBZ7
Dr. Dre,hip-hop,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7,6DPYiyq5kWVQS4RGwxzPC7
Fetty Wap,hip-hop,spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,6PXS4YHDkKvl1wkIl4V8DL
Smokepurpp,hip-hop,spotify:artist:21dooacK2WGBB5amYvKyfM,21dooacK2WGBB5amYvKyfM
Jeezy,hip-hop,spotify:artist:4yBK75WVCQXej1p04GWqxH,4yBK75WVCQXej1p04GWqxH
Arcangel,hip-hop,spotify:artist:4SsVbpTthjScTS7U2hmr1X,4SsVbpTthjScTS7U2hmr1X
Young Dolph,hip-hop,spotify:artist:3HiuzBlSW7pGDXlSFMhO2g,3HiuzBlSW7pGDXlSFMhO2g
Lil Dicky,hip-hop,spotify:artist:1tqhsYv8yBBdwANFNzHtcr,1tqhsYv8yBBdwANFNzHtcr
Swizz Beatz,hip-hop,spotify:artist:2cADQgiLMjNhbsfeN52Bf3,2cADQgiLMjNhbsfeN52Bf3
Leon Bridges,blues,spotify:artist:3qnGvpP8Yth1AqSBMqON5x,3qnGvpP8Yth1AqSBMqON5x
The Black Keys,blues,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,7mnBLXK823vNxN3UWB7Gfz
Greta Van Fleet,blues,spotify:artist:4NpFxQe2UvRCAjto3JqlSl,4NpFxQe2UvRCAjto3JqlSl
The White Stripes,blues,spotify:artist:4F84IBURUo98rz4r61KF70,4F84IBURUo98rz4r61KF70
Cage The Elephant,blues,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,26T3LtbuGT1Fu9m0eRq5X3
Santana,blues,spotify:artist:6GI52t8N5F02MxU0g5U69P,6GI52t8N5F02MxU0g5U69P
Lynyrd Skynyrd,blues,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,4MVyzYMgTwdP7Z49wAZHx0
Eric Clapton,blues,spotify:artist:6PAt558ZEZl0DmdXlnjMgD,6PAt558ZEZl0DmdXlnjMgD
Jimi Hendrix,blues,spotify:artist:776Uo845nYHJpNaStv1Ds4,776Uo845nYHJpNaStv1Ds4
Aretha Franklin,blues,spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok,7nwUJBm0HE4ZxD3f5cy5ok
Gary Clark Jr.,blues,spotify:artist:01aC2ikO4Xgb2LUpf9JfKp,01aC2ikO4Xgb2LUpf9JfKp
Stevie Ray Vaughan,blues,spotify:artist:5fsDcuclIe8ZiBD5P787K1,5fsDcuclIe8ZiBD5P787K1
Ella Fitzgerald,blues,spotify:artist:5V0MlUE1Bft0mbLlND7FJz,5V0MlUE1Bft0mbLlND7FJz
The Allman Brothers Band,blues,spotify:artist:4wQ3PyMz3WwJGI5uEqHUVR,4wQ3PyMz3WwJGI5uEqHUVR
Ray Charles,blues,spotify:artist:1eYhYunlNJlDoQhtYBvPsi,1eYhYunlNJlDoQhtYBvPsi
Etta James,blues,spotify:artist:0iOVhN3tnSvgDbcg25JoJb,0iOVhN3tnSvgDbcg25JoJb
Otis Redding,blues,spotify:artist:60df5JBRRPcnSpsIMxxwQm,60df5JBRRPcnSpsIMxxwQm
B.B. King,blues,spotify:artist:5xLSa7l4IV1gsQfhAMvl0U,5xLSa7l4IV1gsQfhAMvl0U
Phish,blues,spotify:artist:5wbIWUzTPuTxTyG6ouQKqz,5wbIWUzTPuTxTyG6ouQKqz
ZZ Top,blues,spotify:artist:2AM4ilv6UzW0uMRuqKtDgN,2AM4ilv6UzW0uMRuqKtDgN
Steely Dan,blues,spotify:artist:6P7H3ai06vU1sGvdpBwDmE,6P7H3ai06vU1sGvdpBwDmE
Al Green,blues,spotify:artist:3dkbV4qihUeMsqN4vBGg93,3dkbV4qihUeMsqN4vBGg93
Jack White,blues,spotify:artist:4FZ3j1oH43e7cukCALsCwf,4FZ3j1oH43e7cukCALsCwf
Louis Prima,blues,spotify:artist:52lBOxCxbJg0ttXEW9CQpW,52lBOxCxbJg0ttXEW9CQpW
Janis Joplin,blues,spotify:artist:4NgfOZCL9Ml67xzM0xzIvC,4NgfOZCL9Ml67xzM0xzIvC
Queens of the Stone Age,blues,spotify:artist:4pejUc4iciQfgdX6OKulQn,4pejUc4iciQfgdX6OKulQn
Blue yster Cult,blues,spotify:artist:00tVTdpEhQQw1bqdu8RCx2,00tVTdpEhQQw1bqdu8RCx2
Steve Miller Band,blues,spotify:artist:6QtGlUje9TIkLrgPZrESuk,6QtGlUje9TIkLrgPZrESuk
Chuck Berry,blues,spotify:artist:293zczrfYafIItmnmM3coR,293zczrfYafIItmnmM3coR
Joe Bonamassa,blues,spotify:artist:2SNzxY1OsSCHBLVi77mpPQ,2SNzxY1OsSCHBLVi77mpPQ
Taj Mahal,blues,spotify:artist:1aTDTChWWyiJH3SEnYrdVp,1aTDTChWWyiJH3SEnYrdVp
Cream,blues,spotify:artist:74oJ4qxwOZvX6oSsu1DGnw,74oJ4qxwOZvX6oSsu1DGnw
Nina Simone,blues,spotify:artist:7G1GBhoKtEPnP86X2PvEYO,7G1GBhoKtEPnP86X2PvEYO
Billie Holiday,blues,spotify:artist:1YzCsTRb22dQkh9lghPIrp,1YzCsTRb22dQkh9lghPIrp
Derek & The Dominos,blues,spotify:artist:2rc78XDH9zuJP6bm78lU8Z,2rc78XDH9zuJP6bm78lU8Z
Tedeschi Trucks Band,blues,spotify:artist:2gFsmDBM0hkoZPmrO5EdyO,2gFsmDBM0hkoZPmrO5EdyO
Blind Melon,blues,spotify:artist:5sD1ZLf2dGQ9gQ3YJl1eAd,5sD1ZLf2dGQ9gQ3YJl1eAd
Keb' Mo',blues,spotify:artist:6iDaoPZVgxrTkndDCisX8F,6iDaoPZVgxrTkndDCisX8F
Anderson East,blues,spotify:artist:5q6z6GTth6lMbL9I8CAgby,5q6z6GTth6lMbL9I8CAgby
Royal Blood,blues,spotify:artist:2S5hlvw4CMtMGswFtfdK15,2S5hlvw4CMtMGswFtfdK15
Carlos Santana,blues,spotify:artist:7yGQgQiiKpg2k00JXf8hJk,7yGQgQiiKpg2k00JXf8hJk
Dr. John,blues,spotify:artist:320TrJub4arztwXRm7kqVO,320TrJub4arztwXRm7kqVO
Whitesnake,blues,spotify:artist:3UbyYnvNIT5DFXU4WgiGpP,3UbyYnvNIT5DFXU4WgiGpP
The Arcs,blues,spotify:artist:3mVWMgLc7bcyCBtL2ymZwK,3mVWMgLc7bcyCBtL2ymZwK
Muddy Waters,blues,spotify:artist:4y6J8jwRAwO4dssiSmN91R,4y6J8jwRAwO4dssiSmN91R
Bad Company,blues,spotify:artist:5AEG63ajney2BoDXi0Vb84,5AEG63ajney2BoDXi0Vb84
The Animals,blues,spotify:artist:3ICflSq6ZgYAIrm2CTkfVP,3ICflSq6ZgYAIrm2CTkfVP
Buddy Guy,blues,spotify:artist:2gCsNOpiBaMNh20jQ5prf0,2gCsNOpiBaMNh20jQ5prf0
J.J. Cale,blues,spotify:artist:06nsZ3qSOYZ2hPVIMcr1IN,06nsZ3qSOYZ2hPVIMcr1IN
The Wood Brothers,blues,spotify:artist:6FxuPrpa8phaP3Xn73emhT,6FxuPrpa8phaP3Xn73emhT
Kenny Wayne Shepherd,blues,spotify:artist:1riHqX633Kup3mJAw8WR8p,1riHqX633Kup3mJAw8WR8p
Ted Nugent,blues,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,21ysNsPzHdqYN2fQ75ZswG
Little Feat,blues,spotify:artist:0ZIwOAzDuGPspzK7yiTc4S,0ZIwOAzDuGPspzK7yiTc4S
Smokey Robinson & The Miracles,blues,spotify:artist:6TKOZZDd5uV5KnyC5G4MUt,6TKOZZDd5uV5KnyC5G4MUt
Thin Lizzy,blues,spotify:artist:6biWAmrHyiMkX49LkycGqQ,6biWAmrHyiMkX49LkycGqQ
George Thorogood & The Destroyers,blues,spotify:artist:4n31svBA9GGIYxGxgrQaRK,4n31svBA9GGIYxGxgrQaRK
The Marcus King Band,blues,spotify:artist:0tgaHqkU1p7QhBUIzKXVU9,0tgaHqkU1p7QhBUIzKXVU9
Deep Purple,blues,spotify:artist:568ZhdwyaiCyOGJRtNYhWf,568ZhdwyaiCyOGJRtNYhWf
"Crosby, Stills, Nash & Young",blues,spotify:artist:1CYsQCypByMVgnv17qsSbQ,1CYsQCypByMVgnv17qsSbQ
Baaba Maal,blues,spotify:artist:49z6oAiD2RpyUf5yLJs7Nf,49z6oAiD2RpyUf5yLJs7Nf
Jefferson Airplane,blues,spotify:artist:2qFr8w5sWUITRlzZ9kZotF,2qFr8w5sWUITRlzZ9kZotF
The Heavy,blues,spotify:artist:0bZCak2tcRMY1dzEIuwF42,0bZCak2tcRMY1dzEIuwF42
Eagles Of Death Metal,blues,spotify:artist:02uYdhMhCgdB49hZlYRm9o,02uYdhMhCgdB49hZlYRm9o
The Platters,blues,spotify:artist:6KWcxMWVNVIYbdOQyJtsSy,6KWcxMWVNVIYbdOQyJtsSy
Screamin' Jay Hawkins,blues,spotify:artist:3VBpsrUi2vV7Uj87ONHu7Z,3VBpsrUi2vV7Uj87ONHu7Z
Dan Auerbach,blues,spotify:artist:6YWdHD3R863Apw1hkx3BwC,6YWdHD3R863Apw1hkx3BwC
John Lee Hooker,blues,spotify:artist:1yNOfXGQNGjAynk77wv85x,1yNOfXGQNGjAynk77wv85x
Peter Frampton,blues,spotify:artist:0543y7yrvny4KymoaneT4W,0543y7yrvny4KymoaneT4W
Susan Tedeschi,blues,spotify:artist:5Ws3s6lSP4Un8kQf8CrAta,5Ws3s6lSP4Un8kQf8CrAta
KONGOS,blues,spotify:artist:58R5LHkK3vkmEyGUPOR5kS,58R5LHkK3vkmEyGUPOR5kS
The Band,blues,spotify:artist:4vpDg7Y7fU982Ds30zawDA,4vpDg7Y7fU982Ds30zawDA
Elvin Bishop,blues,spotify:artist:2G1yVp387GlUf9yvLk6V11,2G1yVp387GlUf9yvLk6V11
Dorothy,blues,spotify:artist:6IOvhXyk5edbA2DVaeP9Up,6IOvhXyk5edbA2DVaeP9Up
Canned Heat,blues,spotify:artist:27a0GiCba9K9lnkKidroFU,27a0GiCba9K9lnkKidroFU
Clutch,blues,spotify:artist:161AC1AVRkIGIMxyj5djFQ,161AC1AVRkIGIMxyj5djFQ
Jerry Garcia,blues,spotify:artist:3QDaXfnxfQqqJQK5lSdjLN,3QDaXfnxfQqqJQK5lSdjLN
Gov't Mule,blues,spotify:artist:5zoKOcTDI9EMOhGNaxL708,5zoKOcTDI9EMOhGNaxL708
Black Rebel Motorcycle Club,blues,spotify:artist:1tpXaFf2F55E7kVJON4j4G,1tpXaFf2F55E7kVJON4j4G
"Crosby, Stills & Nash",blues,spotify:artist:2pdvghEHZJtgSXZ7cvNLou,2pdvghEHZJtgSXZ7cvNLou
Wolfmother,blues,spotify:artist:3yEnArbNHyTCwMRvD9SBy4,3yEnArbNHyTCwMRvD9SBy4
Howlin' Wolf,blues,spotify:artist:0Wxy5Qka8BN9crcFkiAxSR,0Wxy5Qka8BN9crcFkiAxSR
Fats Domino,blues,spotify:artist:09C0xjtosNAIXP36wTnWxd,09C0xjtosNAIXP36wTnWxd
The Marshall Tucker Band,blues,spotify:artist:59QxeZBL6k9L4oJBGSyukd,59QxeZBL6k9L4oJBGSyukd
Traffic,blues,spotify:artist:1CD77o9fbdyQFrHnUPUEsF,1CD77o9fbdyQFrHnUPUEsF
Faces,blues,spotify:artist:3v4feUQnU3VEUqFrjmtekL,3v4feUQnU3VEUqFrjmtekL
Joe Cocker,blues,spotify:artist:3pFCERyEiP5xeN2EsPXhjI,3pFCERyEiP5xeN2EsPXhjI
Foghat,blues,spotify:artist:6x33CmZWo2Ve4hxYl2Craq,6x33CmZWo2Ve4hxYl2Craq
Steppenwolf,blues,spotify:artist:1WRM9i067hd2ujxxi8FI3m,1WRM9i067hd2ujxxi8FI3m
Ty Segall,blues,spotify:artist:58XGUNsRNu3cVOIOYk5chx,58XGUNsRNu3cVOIOYk5chx
Joe Walsh,blues,spotify:artist:5bDxAyJiTYBat1YnFJhvEK,5bDxAyJiTYBat1YnFJhvEK
Buffalo Springfield,blues,spotify:artist:3eskO5m0H4yiF64vRySBjr,3eskO5m0H4yiF64vRySBjr
Big Brother & The Holding Company,blues,spotify:artist:4J69yWrKwWJgjv3DKTZcGo,4J69yWrKwWJgjv3DKTZcGo
The Raconteurs,blues,spotify:artist:4wo1267SJuUfHgasdlfNfc,4wo1267SJuUfHgasdlfNfc
Bonnie Raitt,blues,spotify:artist:4KDyYWR7IpxZ7xrdYbKrqY,4KDyYWR7IpxZ7xrdYbKrqY
Beth Hart,blues,spotify:artist:30TrHDLNCKQVTYWOn9QqOC,30TrHDLNCKQVTYWOn9QqOC
Free,blues,spotify:artist:2e53aHBQdCMKWqHDuyJsjC,2e53aHBQdCMKWqHDuyJsjC
The Black Crowes,blues,spotify:artist:5krkohEVJYw0qoB5VWwxaC,5krkohEVJYw0qoB5VWwxaC
JJ Grey & Mofro,blues,spotify:artist:1Jl8u1U1GtBlwocZK5LWZv,1Jl8u1U1GtBlwocZK5LWZv
The Yardbirds,blues,spotify:artist:2lxX1ivRYp26soIavdG9bX,2lxX1ivRYp26soIavdG9bX
The Guess Who,blues,spotify:artist:0cQuYRSzlItquYxsQKDvVc,0cQuYRSzlItquYxsQKDvVc
Khalid,indie,spotify:artist:6LuN9FCkKOj5PcnpouEgny,6LuN9FCkKOj5PcnpouEgny
Halsey,indie,spotify:artist:26VFTg2z8YR0cCuwLzESi2,26VFTg2z8YR0cCuwLzESi2
G-Eazy,indie,spotify:artist:02kJSzxNuaWGqwubyUba0Z,02kJSzxNuaWGqwubyUba0Z
Anderson .Paak,indie,spotify:artist:3jK9MiCrA42lLAdMGUZpwa,3jK9MiCrA42lLAdMGUZpwa
Rex Orange County,indie,spotify:artist:7pbDxGE6nQSZVfiFdq9lOL,7pbDxGE6nQSZVfiFdq9lOL
Daniel Caesar,indie,spotify:artist:20wkVLutqVOYrc0kxFs7rA,20wkVLutqVOYrc0kxFs7rA
H.E.R.,indie,spotify:artist:3Y7RZ31TRPVadSFVy1o8os,3Y7RZ31TRPVadSFVy1o8os
6LACK,indie,spotify:artist:4IVAbR2w4JJNJDDRFP3E83,4IVAbR2w4JJNJDDRFP3E83
Tory Lanez,indie,spotify:artist:2jku7tDXc6XoB6MO2hFuqg,2jku7tDXc6XoB6MO2hFuqg
BROCKHAMPTON,indie,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA,1Bl6wpkWCQ4KVgnASpvzzA
Ella Mai,indie,spotify:artist:7HkdQ0gt53LP4zmHsL0nap,7HkdQ0gt53LP4zmHsL0nap
Frank Ocean,indie,spotify:artist:2h93pZq0e7k5yf4dywlkpM,2h93pZq0e7k5yf4dywlkpM
Amin,indie,spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ,3Gm5F95VdRxW3mqCn8RPBJ
Quinn XCII,indie,spotify:artist:3ApUX1o6oSz321MMECyIYd,3ApUX1o6oSz321MMECyIYd
SZA,indie,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,7tYKF4w9nC0nq9CsPZTHyP
Miguel,indie,spotify:artist:360IAlyVv4PCEVjgyMZrxK,360IAlyVv4PCEVjgyMZrxK
Vance Joy,indie,spotify:artist:10exVja0key0uqUkk6LJRT,10exVja0key0uqUkk6LJRT
Kehlani,indie,spotify:artist:0cGUm45nv7Z6M6qdXYQGTX,0cGUm45nv7Z6M6qdXYQGTX
Bryson Tiller,indie,spotify:artist:2EMAnMvWE2eb56ToJVfCWs,2EMAnMvWE2eb56ToJVfCWs
Jeremih,indie,spotify:artist:3KV3p5EY4AvKxOlhGHORLg,3KV3p5EY4AvKxOlhGHORLg
Arctic Monkeys,indie,spotify:artist:7Ln80lUS6He07XvHI8qqHH,7Ln80lUS6He07XvHI8qqHH
Kali Uchis,indie,spotify:artist:1U1el3k54VvEUzo3ybLPlM,1U1el3k54VvEUzo3ybLPlM
The Lumineers,indie,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,16oZKvXb6WkQlVAjwo2Wbg
Oh Wonder,indie,spotify:artist:5cIc3SBFuBLVxJz58W2tU9,5cIc3SBFuBLVxJz58W2tU9
Jhene Aiko,indie,spotify:artist:5ZS223C6JyBfXasXxrRqOk,5ZS223C6JyBfXasXxrRqOk
The Killers,indie,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,0C0XlULifJtAgn6ZNCW2eu
Trey Songz,indie,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,2iojnBLj0qIMiKPvVhLnsH
Young the Giant,indie,spotify:artist:4j56EQDQu5XnL7R3E9iFJT,4j56EQDQu5XnL7R3E9iFJT
Mac DeMarco,indie,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,3Sz7ZnJQBIHsXLUSo0OQtM
Foster The People,indie,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,7gP3bB2nilZXLfPHJhMdvc
alt-J,indie,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5,3XHO7cRUPCLOr6jwp8vsx5
EDEN,indie,spotify:artist:1t20wYnTiAT0Bs7H1hv9Wt,1t20wYnTiAT0Bs7H1hv9Wt
Bryce Vine,indie,spotify:artist:1ShZZUjkbXCjhwrb18BA8I,1ShZZUjkbXCjhwrb18BA8I
Chelsea Cutler,indie,spotify:artist:5JMLG56F1X5mFmWNmS0iAp,5JMLG56F1X5mFmWNmS0iAp
Jeremy Zucker,indie,spotify:artist:3gIRvgZssIb9aiirIg0nI3,3gIRvgZssIb9aiirIg0nI3
Elley Duh,indie,spotify:artist:67MNhiAICFY6Pwc2YxCO0K,67MNhiAICFY6Pwc2YxCO0K
Cage The Elephant,indie,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,26T3LtbuGT1Fu9m0eRq5X3
Lord Huron,indie,spotify:artist:6ltzsmQQbmdoHHbLZ4ZN25,6ltzsmQQbmdoHHbLZ4ZN25
Bon Iver,indie,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,4LEiUm1SRbFMgfqnQTwUbQ
Marc E. Bassy,indie,spotify:artist:3tQx1LPXbsYjE9VwN1Peaa,3tQx1LPXbsYjE9VwN1Peaa
PARTYNEXTDOOR,indie,spotify:artist:2HPaUgqeutzr3jx5a9WyDV,2HPaUgqeutzr3jx5a9WyDV
MGMT,indie,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,0SwO7SWeDHJijQ3XNS7xEE
James Blake,indie,spotify:artist:53KwLdlmrlCelAZMaLVZqU,53KwLdlmrlCelAZMaLVZqU
Alina Baraz,indie,spotify:artist:6hfwwpXqZPRC9CsKI7qtv1,6hfwwpXqZPRC9CsKI7qtv1
Hippo Campus,indie,spotify:artist:1btWGBz4Uu1HozTwb2Lm8A,1btWGBz4Uu1HozTwb2Lm8A
Kings of Leon,indie,spotify:artist:2qk9voo8llSGYcZ6xrBzKx,2qk9voo8llSGYcZ6xrBzKx
