Artist,Genre,Artist_uri,Artist_id,Followers
GoldLink,indie,spotify:artist:5XenQ7XfcvQdfIbpLEFaKQ,5XenQ7XfcvQdfIbpLEFaKQ,398373
Sabrina Claudio,indie,spotify:artist:30DhU7BDmF4PH0JVhu8ZRg,30DhU7BDmF4PH0JVhu8ZRg,386617
Fitz and The Tantrums,indie,spotify:artist:4AcHt3JxKy59IX7JNNlZn4,4AcHt3JxKy59IX7JNNlZn4,378900
Tom Misch,indie,spotify:artist:1uiEZYehlNivdK3iQyAbye,1uiEZYehlNivdK3iQyAbye,327765
Clairo,indie,spotify:artist:3l0CmX0FuQjFxr8SK7Vqag,3l0CmX0FuQjFxr8SK7Vqag,300382
The Growlers,indie,spotify:artist:2RhgnQNC74QoBlaUvT4MEe,2RhgnQNC74QoBlaUvT4MEe,265577
MAX,indie,spotify:artist:1bqxdqvUtPWZri43cKHac8,1bqxdqvUtPWZri43cKHac8,261702
Gregory Alan Isakov,indie,spotify:artist:5sXaGoRLSpd7VeyZrLkKwt,5sXaGoRLSpd7VeyZrLkKwt,259561
Witt Lowry,indie,spotify:artist:5ghnxpW47ojtLHHyTLdxdY,5ghnxpW47ojtLHHyTLdxdY,257955
Mike Stud,indie,spotify:artist:5G9kmDLg3OeUyj8KVBLzbu,5G9kmDLg3OeUyj8KVBLzbu,252018
Bad Suns,indie,spotify:artist:0YhUSm86okLWldQVwJkLlP,0YhUSm86okLWldQVwJkLlP,238054
Masego,indie,spotify:artist:3ycxRkcZ67ALN3GQJ57Vig,3ycxRkcZ67ALN3GQJ57Vig,235822
Quinn XCII,indie,spotify:artist:3ApUX1o6oSz321MMECyIYd,3ApUX1o6oSz321MMECyIYd,229463
Brent Faiyaz,indie,spotify:artist:3tlXnStJ1fFhdScmQeLpuG,3tlXnStJ1fFhdScmQeLpuG,222636
Hippo Campus,indie,spotify:artist:1btWGBz4Uu1HozTwb2Lm8A,1btWGBz4Uu1HozTwb2Lm8A,199813
Rainbow Kitten Surprise,indie,spotify:artist:4hz8tIajF2INpgM0qzPJz2,4hz8tIajF2INpgM0qzPJz2,193239
Marc E. Bassy,indie,spotify:artist:3tQx1LPXbsYjE9VwN1Peaa,3tQx1LPXbsYjE9VwN1Peaa,188944
boy pablo,indie,spotify:artist:7wbkl3zgDZEoZer357mVIw,7wbkl3zgDZEoZer357mVIw,166981
Smino,indie,spotify:artist:1ybINI1qPiFbwDXamRtwxD,1ybINI1qPiFbwDXamRtwxD,161098
Jeremy Zucker,indie,spotify:artist:3gIRvgZssIb9aiirIg0nI3,3gIRvgZssIb9aiirIg0nI3,157610
Gryffin,indie,spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh,2ZRQcIgzPCVaT9XKhXZIzh,152542
Dermot Kennedy,indie,spotify:artist:5KNNVgR6LBIABRIomyCwKJ,5KNNVgR6LBIABRIomyCwKJ,149420
Steve Lacy,indie,spotify:artist:57vWImR43h4CaDao012Ofp,57vWImR43h4CaDao012Ofp,143661
Bruno Major,indie,spotify:artist:0hDjKSKjl1DC7ovYTDJHe8,0hDjKSKjl1DC7ovYTDJHe8,128355
Bryce Vine,indie,spotify:artist:1ShZZUjkbXCjhwrb18BA8I,1ShZZUjkbXCjhwrb18BA8I,111584
Whethan,indie,spotify:artist:0vqJkZ0RpLZixt3lTmD8vP,0vqJkZ0RpLZixt3lTmD8vP,100380
Chelsea Cutler,indie,spotify:artist:5JMLG56F1X5mFmWNmS0iAp,5JMLG56F1X5mFmWNmS0iAp,93844
SYML,indie,spotify:artist:6AyATGg7mDgBlZ4N5uNog0,6AyATGg7mDgBlZ4N5uNog0,93229
lovelytheband,indie,spotify:artist:4KJ6jujcNPzOyhdNoiNftp,4KJ6jujcNPzOyhdNoiNftp,78354
Mac Ayres,indie,spotify:artist:0fTav4sBLmYOAzKuJw0grL,0fTav4sBLmYOAzKuJw0grL,67713
The Walters,indie,spotify:artist:027TpXKGwdXP7iwbjUSpV8,027TpXKGwdXP7iwbjUSpV8,65658
Sasha Sloan,indie,spotify:artist:4xnihxcoXWK3UqryOSnbw5,4xnihxcoXWK3UqryOSnbw5,65274
Summer Walker,indie,spotify:artist:57LYzLEk2LcFghVwuWbcuS,57LYzLEk2LcFghVwuWbcuS,65138
Phoebe Bridgers,indie,spotify:artist:1r1uxoy19fzMxunt3ONAkG,1r1uxoy19fzMxunt3ONAkG,64636
Jaira Burns,indie,spotify:artist:0tRFWXqKBBQcu5oFVOgVzX,0tRFWXqKBBQcu5oFVOgVzX,49847
Empress Of,indie,spotify:artist:5QuBVnBPEzwYvFrgBbwpmU,5QuBVnBPEzwYvFrgBbwpmU,45456
RKCB,indie,spotify:artist:4QDvXnbmw1znkqkK1119Fc,4QDvXnbmw1znkqkK1119Fc,43798
Elley Duh,indie,spotify:artist:67MNhiAICFY6Pwc2YxCO0K,67MNhiAICFY6Pwc2YxCO0K,22667
